FID_,average_max_rainfall,average_2hr_rainfall,average_72hr_rainfall,distance to coast,EV,TWI,DTW,label
9027,1.030891307,0.165592126,0.553508117,849.5038398,2.742386695,1287.139939,7.72978281,1
5305,1.080314114,0.157281479,0.51874867,1607.013278,4.11931567,3180.772574,5.617579873,0
12520,0.993437823,0.165988175,0.566019878,13.7127882,1.077973509,66.21806395,4.427393511,1
9658,1.081124873,0.155542348,0.544631726,672.2466861,3.253382051,1977.62873,8.141866327,1
13497,1.053538969,0.166922984,0.573689308,738.3343276,2.230257779,568.416845,6.023205021,1
11596,0.990624132,0.168933973,0.566227879,1044.436285,2.414979287,2682.433347,6.564214073,1
1148,1.01066965,0.173286677,0.546783043,154.9013222,2.017301849,591.6376417,8.608095084,0
13800,1.057953242,0.168286439,0.581319487,585.0411856,2.518841036,2045.959099,5.980361575,0
14895,1.04962456,0.163586503,0.581116201,878.2425044,2.902492967,2092.464516,7.957765412,1
11454,1.015027461,0.170916833,0.56632997,683.6032852,2.618962537,2302.046543,7.77087297,1
10988,1.015200677,0.171799721,0.566883722,568.9643648,2.323532512,1766.221469,6.820970608,1
10023,0.929132331,0.157569162,0.541128967,588.3354836,2.264792539,1039.532906,6.119534472,0
10703,0.924950831,0.154835561,0.535702176,328.0158889,2.099136827,1178.964577,4.862521934,0
16321,1.026630348,0.167511784,0.58122706,21.06077053,2.050359579,48.98347586,5.365777493,0
10176,0.933017617,0.15867344,0.543840271,229.9577405,1.348876963,817.6438198,7.9019065,1
11275,1.016400635,0.169106161,0.566096533,910.3316757,3.388952888,2278.06434,5.476678562,0
14069,1.068068891,0.167443968,0.579437969,384.3754257,0.972207742,1001.283188,8.499670336,1
16031,1.029903307,0.16954421,0.582464672,351.6360935,2.689387766,727.1773459,5.17806042,1
14322,1.068782262,0.169060075,0.598809214,350.6146879,7.169665109,1215.803673,6.778439791,1
14595,1.092368118,0.172245048,0.611632449,249.4891705,4.479763681,430.9048309,3.845003222,0
4060,0.944448327,0.170027297,0.556710235,9.404361696,0.886412083,44.33825538,5.082622783,1
4440,1.041911768,0.162521509,0.538405282,595.5972691,3.340238206,1014.503002,4.229514365,0
17455,0.974899029,0.174235146,0.561542619,10.25366133,0.838852372,42.38020363,4.164662414,1
9172,0.92237583,0.150808548,0.528399819,50.17791705,2.847721572,119.1283776,4.383678367,0
4066,1.022382086,0.167456843,0.546986101,240.9971069,2.482228339,680.4324989,4.137391835,0
3727,0.900662637,0.162924902,0.544464668,60.88672128,1.853565367,226.3403393,4.719960401,0
15787,1.005555546,0.171420378,0.588645074,788.0344772,2.732766502,619.8406141,7.260534863,1
17236,1.096459983,0.177669163,0.575559385,321.9898667,2.66798288,1164.951642,5.272733806,1
5100,0.965675615,0.172118555,0.561167516,228.5803564,2.787388335,761.2627688,4.524365563,0
12888,1.04163194,0.167994564,0.577231938,343.0810001,2.356916119,1264.221876,5.607953626,1
15673,1.042792648,0.168195044,0.590856315,1024.945916,2.123418905,54.40296754,8.01547967,0
16823,1.006118233,0.169246498,0.590251931,36.11119418,1.698854215,157.2051193,5.390259378,1
959,1.050040663,0.174002531,0.538040394,1387.277161,3.59389689,2458.71585,6.676753113,1
6015,0.980770573,0.173375447,0.56367698,92.14738513,0.811406338,316.8644387,8.030317971,1
1029,0.962579908,0.17620659,0.554590195,223.011711,2.859456046,776.0134564,7.974571193,1
10956,1.02541439,0.167121704,0.560637069,213.5623205,3.331761993,316.2618741,5.034320842,0
11249,0.990937499,0.169373483,0.566428045,1101.56475,2.029605015,2354.430214,5.374929234,1
9960,1.036749245,0.163876782,0.552545805,636.8891431,3.355183256,1440.817751,4.44701225,0
4866,1.03797994,0.164303985,0.536571578,1042.866115,3.472611536,1451.028045,5.016452939,1
8023,1.032044559,0.173111969,0.565158117,747.6625283,2.604981752,1492.438638,6.87712025,1
16239,0.922490965,0.156287396,0.548085007,428.0875015,1.463206497,46.252829,8.783280042,1
17116,1.050997206,0.168710363,0.557827184,934.3166618,2.736618282,1557.602757,7.531752204,1
149,1.034329016,0.173883887,0.540420075,1386.187297,3.46690372,2000.444064,8.715774988,1
3808,0.965634308,0.17307642,0.558352821,59.3365829,1.560280161,247.800327,5.394436596,1
7567,0.995081029,0.17390114,0.566377066,376.7185671,2.484913635,526.6701744,5.200047169,0
13949,1.101712949,0.169251003,0.593935387,178.8344938,6.484877824,876.7687569,3.545440669,0
8512,0.927312032,0.160221261,0.544917609,1176.69696,3.096255782,1123.428598,5.660344101,0
10077,1.038809593,0.163442803,0.552666813,450.30554,2.713002869,1071.532747,5.743158656,1
7718,0.952355638,0.166798951,0.556883706,1117.918575,2.618031015,3711.829689,8.203789477,1
1342,1.03451661,0.173604796,0.540692442,766.7386365,4.99855271,1155.085876,4.408608673,0
815,1.051109684,0.173417125,0.537155729,1596.523305,4.271991943,2583.625724,5.199597784,0
13952,1.077098817,0.167564832,0.582311978,152.3150732,7.92889756,565.1522815,6.028259186,1
14009,1.061916637,0.161559691,0.559899032,189.7165783,3.282422689,198.2543306,4.220247913,0
16188,0.989373706,0.170417036,0.586861066,980.4963949,1.924170207,2986.396233,7.536034024,1
1415,1.03637823,0.172712759,0.54010967,463.2788485,2.492269553,359.3255278,7.018563038,1
13495,1.053237529,0.167048904,0.57397571,749.6073265,2.041630475,528.860538,7.114645464,1
6748,1.024649494,0.17190112,0.561409209,597.8099495,3.074047627,868.0026546,4.960141927,0
10797,1.084450145,0.154243908,0.540013652,946.7383582,3.330800888,343.0877483,5.029239097,1
14369,1.081153504,0.170833788,0.605769795,82.80937843,2.182855358,271.1146467,6.841134849,1
1954,1.038449037,0.171192827,0.537715946,1291.508549,4.056189257,1326.271052,4.301009301,0
117,0.901835975,0.184726787,0.570999117,118.2556065,2.301816265,368.0839027,5.042402462,0
9635,0.978153161,0.169173276,0.564205434,1162.264482,3.243641343,3374.696941,4.273447486,0
2040,0.996156646,0.173646347,0.549250391,410.2044903,2.655775261,338.9206155,4.485611587,0
17128,0.921073138,0.158603157,0.552540423,592.2782536,2.742866453,1436.603689,5.961975379,0
16238,0.922489727,0.156240524,0.547987105,381.5052175,1.41823704,57.95666617,9.264335117,1
10260,1.074460114,0.155608682,0.541569285,1252.962472,2.952726306,896.0359002,6.717316314,1
7764,0.922601071,0.153426029,0.532804196,868.6631736,2.469998399,289.9370559,5.595000151,1
16681,0.902450942,0.169444361,0.568885519,31.88248155,0.779851438,156.6990602,6.01728325,1
11503,1.007552489,0.168659609,0.569201765,816.134595,1.628400224,1932.321982,8.446602623,1
13586,1.059784557,0.168355396,0.580562398,954.2276219,3.277411069,2970.105662,5.143634037,0
5036,1.015966388,0.172525448,0.559768666,215.2848477,2.699176327,468.2701456,7.175171386,1
10830,0.95134601,0.163746992,0.554399645,854.492531,1.729115301,2774.851859,7.729781344,1
14308,1.059647068,0.166391273,0.590422458,272.700878,7.930767084,445.3761291,5.216503756,0
9526,0.975501619,0.169595962,0.56387659,1081.599458,3.073638054,3134.001904,5.259917329,0
12339,1.002803493,0.166237499,0.568395281,12.44723674,1.028270037,59.79068713,3.849166754,1
16524,1.00921573,0.170613339,0.590569104,855.4427745,1.411255964,1715.67441,6.111105732,1
791,0.973781942,0.175575662,0.552329103,349.057968,3.563222666,1144.698376,5.025259643,1
2737,1.014822935,0.170694693,0.548898749,435.5691427,2.874222329,443.9123348,8.470468243,1
13262,1.078390922,0.168584351,0.587439695,72.62832907,0.643558258,297.0148193,6.176360263,1
6814,0.922670624,0.159160646,0.542173763,835.875209,3.404322742,1605.166982,4.776694514,0
4881,0.910137391,0.161781903,0.543758346,371.8478667,1.853656946,1162.544667,6.045748296,0
16841,1.013806653,0.171537363,0.58762459,711.1158076,2.576460642,2102.899798,5.917747045,1
4452,1.027098273,0.175653369,0.567005187,336.9535368,2.011671851,551.0178266,8.258103222,1
5885,0.953691848,0.170201301,0.559063392,393.3992522,2.401991407,1473.533639,5.903597904,0
10522,1.028967814,0.174148823,0.568124941,134.4865102,2.78179593,452.8337879,5.341787453,0
948,1.047960909,0.173857187,0.538338873,920.1398599,3.013243956,1488.686868,7.61799101,1
13517,1.043343674,0.164562913,0.563086474,1037.214158,2.17449641,1520.768892,8.959487569,1
6574,0.922087521,0.151985213,0.530289986,520.8204922,1.937573724,441.9946356,7.101493855,1
4664,1.027338802,0.165993161,0.545044897,241.0210085,2.338399812,395.0274864,4.735264881,1
12492,1.043553858,0.163110465,0.558257643,953.0821052,4.138624902,1378.953366,6.016242216,0
11775,0.993413937,0.169619281,0.566900319,1035.721297,1.791561058,1963.317997,8.370961378,1
6315,1.023448285,0.169923835,0.557730182,391.340602,2.847507455,404.3152108,4.82600984,0
11881,0.997696044,0.167096383,0.56725589,408.0459369,1.787463531,1513.836617,7.418910546,1
8072,0.991252085,0.172578946,0.565922579,532.957793,2.775561776,1287.855326,4.287881858,0
14428,1.057224238,0.165552374,0.587795101,373.7743998,2.303067641,227.6024132,7.253534261,1
14211,1.056164038,0.165816802,0.588188444,445.8338378,2.758278553,470.1599899,5.104544334,0
13037,1.042734247,0.167952761,0.57758006,316.7881621,2.314303398,1128.219988,5.024509991,0
8801,0.969283382,0.170303598,0.562543269,890.6833796,2.537261357,2546.311962,6.890005332,1
13143,1.056785991,0.167975052,0.58154529,62.07636812,1.53634278,293.5417985,6.010138579,1
1353,0.980359276,0.174139967,0.551712125,234.9394268,2.699411184,208.3585194,6.342869724,0
12546,1.034425504,0.165468026,0.562742377,1006.911106,3.422482475,1738.16055,7.069356758,1
15124,1.028105837,0.165954126,0.574324361,563.9262582,2.593664297,1684.434106,9.201966901,1
4734,0.912798644,0.159998037,0.541484757,435.7023127,2.160019178,1399.783879,6.530679096,0
9809,1.090198389,0.154096586,0.542519368,1058.542429,3.696840677,598.7966665,4.648548343,0
7243,1.026083491,0.165905119,0.550219894,191.2044997,1.892218398,676.8401977,5.951933265,1
8206,1.029431327,0.169748965,0.560241858,794.6492262,2.813658453,1412.941726,7.714796692,1
6229,1.063876102,0.15778628,0.532751769,1251.197818,2.932183678,683.5082119,5.414654093,1
11151,1.018092595,0.169031954,0.570483416,1162.289502,2.882453432,487.3594078,4.80746728,0
4183,0.937963024,0.168802312,0.555474902,6.662647781,1.34642918,51.63126054,4.382839135,0
14232,1.098703082,0.172897948,0.614608751,184.5192376,1.826822012,1016.022639,7.153973387,1
1111,0.994232551,0.173615881,0.549867195,350.9110794,1.839861689,135.1325316,5.473834548,1
8579,1.030077819,0.171463403,0.563065019,622.39685,2.513810665,1475.547892,6.291591787,1
14719,1.090436134,0.172688155,0.612607111,438.021614,1.271240866,1575.456581,5.818877652,1
3325,0.91689785,0.168307676,0.552054251,6.248767898,0.802797031,61.70979903,3.992620648,1
12786,1.033938333,0.168136668,0.575065567,491.1094992,1.48105533,1746.617019,6.027282376,1
12100,0.976992525,0.166510301,0.56227384,594.9585226,1.645757146,2108.089237,6.893134432,1
11263,0.991545076,0.16762193,0.566059979,678.6300594,2.256010786,2419.856151,4.438326032,0
11823,1.003131046,0.169065842,0.568375896,986.0458302,1.425625795,1670.292054,7.702116537,1
12376,1.030671654,0.168578185,0.573234696,1040.586422,3.142721994,1332.385647,7.61813717,1
11442,0.967218729,0.165253368,0.559170084,554.5334708,2.399304014,1928.520815,5.288373466,0
187,1.048361856,0.173923393,0.538286814,1120.770069,3.699654107,2185.919509,5.011764916,0
11252,0.947335549,0.1620619,0.552048169,319.4439017,2.796483093,847.7157433,4.908623816,0
14320,1.079458368,0.170823952,0.605375546,118.271406,10.61748213,419.5820062,5.251513484,0
9358,1.082816052,0.154736116,0.541726747,1175.200174,3.066562387,421.0806266,6.253299609,1
7464,0.922077145,0.159010235,0.541790252,795.066339,3.336291928,1864.845307,4.60741317,0
16588,0.917865845,0.159062342,0.552597774,141.2454531,1.605887331,486.5043827,5.549209276,1
8848,0.922476505,0.152808168,0.531755171,788.686379,2.202709176,451.4441944,6.702562505,1
11735,1.017812236,0.171058009,0.565970407,562.9474509,3.277716092,1843.893461,7.258180288,0
13709,1.073013528,0.168443769,0.585903482,89.34029245,0.845128678,321.5674829,6.973439875,1
6460,1.011677187,0.176149182,0.568179194,173.6005759,2.374053059,648.3779443,5.490752482,0
2732,0.909771262,0.160110212,0.541201725,140.2316015,1.89215537,413.4625353,4.986076576,0
9252,1.023788749,0.175694348,0.569510582,151.3983661,1.755862917,419.5900848,7.372352664,0
389,1.045420748,0.172475066,0.536924816,1680.480812,3.817081337,2996.928385,7.151665789,1
8510,0.927296955,0.160388024,0.545169501,1139.71906,3.08620222,1175.980198,5.558438937,0
3049,0.909501162,0.164683472,0.547555673,330.3585045,1.699323856,372.2887354,5.158854141,0
12919,1.007895847,0.167107436,0.569504304,244.8415608,2.049938197,860.3314387,4.954483018,0
5751,1.057881214,0.158964799,0.534359908,1075.795834,3.318594806,258.5960651,4.998948652,0
15786,1.005469092,0.171378644,0.588717303,811.2084365,2.701963525,541.8465093,7.542651689,1
12190,0.963272444,0.163551162,0.557233901,184.9561819,2.695840594,703.8947466,4.797502883,0
7227,0.990057536,0.17408784,0.565305486,278.3780009,2.539298638,1024.618889,6.970424543,0
3,1.040039702,0.173917697,0.539438239,1487.814834,3.489951582,2261.629379,8.816201765,1
2001,1.034419106,0.170454961,0.538341904,1206.51983,2.897434124,594.5701673,7.60642472,1
5863,1.040081636,0.162453039,0.543267447,414.8445252,2.110303245,106.2482313,5.897683347,1
15702,1.041709018,0.162935655,0.577408744,707.7922688,3.503806605,670.3977902,8.813571364,0
8293,0.923364434,0.157632433,0.539850827,1055.482001,2.618402409,898.5769316,5.328787722,1
7729,1.018324229,0.1751313,0.568931683,217.1615685,1.612158275,551.0277015,6.323004367,1
7304,1.028571939,0.173889513,0.565120075,640.1742029,2.648500362,995.1689218,5.486153204,1
13996,1.0618264,0.165511326,0.572112096,294.7417418,3.520525785,914.8743924,11.45648134,1
15287,1.038418424,0.169034448,0.55998668,494.7200864,3.491998488,39.45293554,6.195825168,1
2936,1.006514704,0.172838867,0.551516995,58.8925936,1.874698202,258.3856736,6.079979813,1
1139,1.033728849,0.172969394,0.540978871,249.7165683,3.087767973,142.8937475,7.875901862,1
17152,1.089915687,0.176710237,0.574080551,243.8131249,3.281577371,260.1973741,4.853817518,0
5519,1.014917078,0.171269997,0.557061416,158.412679,2.736107091,432.6732145,5.159437439,0
4033,0.901304816,0.167952882,0.550874998,116.1657367,1.515008977,333.3762967,5.936930373,0
12515,1.024701782,0.167099679,0.563890469,814.3473619,2.967171267,2103.49252,8.426849893,1
3449,1.035439511,0.165505337,0.536627613,1221.033989,3.261932903,1325.590231,5.019015575,1
